500 2
0 5 b a b b a
0 5 b a a b b
0 5 a b b a b
0 5 b a a b b
0 5 a b a a b
0 5 a b a a b
0 5 b b a b a
0 5 b a a a b
0 5 a b a b a
0 5 a a a a b
0 5 a b b a a
0 5 a b a b a
0 5 b a a b a
0 5 b a a a b
0 5 b b b a a
0 5 b b a b a
0 5 a b a b a
0 5 a b b a a
0 5 a a b b b
0 5 a b b a a
0 5 a b b b b
0 5 b a a a a
0 5 b b a b b
0 5 a b b b a
0 5 b a b a b
0 5 a a b a b
0 5 b a a b b
0 5 b a a a a
0 5 a b a a b
0 5 a a b a b
0 5 b a b b b
0 5 a b a a b
0 5 b b b a a
0 5 a a b b a
0 5 a b a a a
0 5 a b a a a
0 5 a b a b b
0 5 b a b b b
0 5 a b a a a
0 5 a a b b a
0 5 a a a a a
0 5 a a b b b
0 5 a a a a b
0 5 b a a a b
0 5 a a a b b
0 5 b b b b a
0 5 a a b b b
0 5 a b b b a
0 5 a b b b b
0 5 a a b b b
0 5 b b a a b
0 5 a b b a b
0 5 a b a b a
0 5 a b a a b
0 5 b b b a b
0 5 a b b b a
0 5 b b a a a
0 5 b a a a b
0 5 a a b b b
0 5 b a a a b
0 5 a b a a a
0 5 a a b b a
0 5 a b a a a
0 5 b b a a a
0 5 a b b a a
0 5 a a a a b
0 5 b a a b b
0 5 a a b b a
0 5 b b b a b
0 5 a a b b a
0 5 a a b b a
0 5 a b b a a
0 5 b a a a a
0 5 a b a a a
0 5 a a b b b
0 5 a b b b a
0 5 a a a a a
0 5 a b a a a
0 5 a b b a b
0 5 a a b b b
0 5 a b a a a
0 5 a b b a a
0 5 b a b b b
0 5 b a a b b
0 5 a b a b a
0 5 a b b a b
0 5 a a b b b
0 5 a a a a a
0 5 a a b a b
0 5 a b b a a
0 5 b a b a a
0 5 a b a b a
0 5 b b b a a
0 5 b b a a a
0 5 a a b b a
0 5 a b b a a
0 5 a b a b a
0 5 b a b a a
0 5 b a a a a
0 5 b b a b a
0 5 b b b a a
0 5 b b b a a
0 5 b a a a b
0 5 b b a a a
0 5 b a a a a
0 5 a a a a b
0 5 a b a a b
0 5 b b a b a
0 5 a b a a b
0 5 b a a a a
0 5 b a a a a
0 5 b a a b a
0 5 b a b a a
0 5 a b a a a
0 5 b a a a b
0 5 b b b b b
0 5 a b a a a
0 5 a b a a b
0 5 b a b b b
0 5 b a a a b
0 5 b a b a b
0 5 a b a a a
0 5 a b b a b
0 5 a b a b b
0 5 b a a a a
0 5 b a b b b
0 5 b a a b b
0 5 b b a b a
0 5 a b a a a
0 5 b b a b a
0 5 a a a a b
0 5 b b b b a
0 5 a a b a b
0 5 a a a b a
0 5 b b b b b
0 5 b a a b a
0 5 a b a b b
0 5 b a b b a
0 5 a b a b a
0 5 a a a a a
0 5 a a a a a
0 5 b a a a b
0 5 a a b b a
0 5 a b a a a
0 5 b a a b a
0 5 b b b a a
0 5 b a a b a
0 5 b a a b a
0 5 b b b b a
0 5 a b b a b
0 5 a b b b a
0 5 a b b b a
0 5 a a b b a
0 5 a a a b a
0 5 a a b b a
0 5 b a a a a
0 5 a a b b b
0 5 a b b a a
0 5 b a b b b
0 5 b b b a a
0 5 b a a b a
0 5 a b b a b
0 5 b a b a a
0 5 b b a b a
0 5 a b a b a
0 5 a b a a b
0 5 b a a a a
0 5 a a a b a
0 5 a b a b b
0 5 a b a b a
0 5 a b a a a
0 5 b b b a b
0 5 a a b b b
0 5 b a b a a
0 5 a b a b b
0 5 b b b a b
0 5 b a a a b
0 5 b b a a a
0 5 a b a a b
0 5 a b b a b
0 5 b b a a a
0 5 a b b b b
0 5 a a b b b
0 5 a a b b a
0 5 b a b b b
0 5 b a a a b
0 5 b a a a a
0 5 b a b a a
0 5 a b b b b
0 5 a a b b b
0 5 b b b a a
0 5 a b a b a
0 5 a a b b b
0 5 a b a a b
0 5 b a b a b
0 5 a b a b a
0 5 a b a a a
0 5 a b a b a
0 5 a b a b a
0 5 b a a b b
0 5 a b a b a
0 5 b b a a a
0 5 a b b a a
0 5 a b b b a
0 5 a a b b a
0 5 b a a b a
0 5 b a a a b
0 5 b b a a b
0 5 a b b a a
0 5 b a b b a
0 5 a a b b a
0 5 b b a a a
0 5 a b b a a
0 5 a a a b b
0 5 a b a a b
0 5 a b a b a
0 5 a a b a b
0 5 a b a a b
0 5 a b b a b
0 5 b b b a a
0 5 a a b b b
0 5 b b a a b
0 5 a b b b a
0 5 b b a a a
0 5 a b b b a
0 5 a b a b b
0 5 b a b b b
0 5 b a b b a
0 5 a b b a a
0 5 b b b a b
0 5 a b a b a
0 5 b a a a a
0 5 b a a a a
0 5 b a a b a
0 5 a a b b a
0 5 b b a b b
0 5 b a b a a
0 5 b a a a b
0 5 b b a a a
0 5 b b a b b
0 5 b a a b b
0 5 a b a a b
0 5 b b a b b
0 5 b a b a a
0 5 a a b a b
0 5 a a b b a
0 5 b a b a b
0 5 a b b a a
0 5 a a b b a
0 5 b b a a b
0 5 b a b a a
0 5 a b b b a
0 5 b b a b b
0 5 a a b b b
0 5 b b a a a
0 5 b b a a b
0 5 a b b b a
0 5 b a a b b
0 5 a b a a b
0 5 a b a a b
0 5 a b a b b
0 5 b b b a a
0 5 a b b a b
0 5 b b b a b
0 5 a b a b a
0 5 b a b a b
0 5 a a b a b
0 5 b a b a a
0 5 b b b a a
0 5 b a a a a
0 5 a b b b a
0 5 b a b b b
0 5 a b a b a
0 5 a a b b b
0 5 b a a a a
0 5 b a a b a
0 5 a a a a a
0 5 a b b a a
0 5 b a a a a
0 5 b b a b a
0 5 a b a a a
0 5 a a b a b
0 5 a a a a a
0 5 a a b a b
0 5 b b a a b
0 5 b b b a a
0 5 a a a b b
0 5 b a b b a
0 5 b a b b b
0 5 b a a a b
0 5 b b a a b
0 5 a a a a a
0 5 a a b b a
0 5 a b b a b
0 5 a b a b b
0 5 a b b a b
0 5 a b a a b
0 5 b a b b b
0 5 b a b a a
0 5 b a a b a
0 5 a b b b a
0 5 a b a a b
0 5 b b a b b
0 5 b a b a a
0 5 a a b b a
0 5 a b b b a
0 5 b a a b b
0 5 b b b b a
0 5 b a a a a
0 5 b b a a a
0 5 a b b b b
0 5 b a a a a
0 5 a a b a b
0 5 b a b a b
0 5 a b a a a
0 5 a b b a a
0 5 b a a a a
0 5 a b a b a
0 5 b a a b b
0 5 b a a b b
0 5 a b a a b
0 5 b b a b a
0 5 a a b b a
0 5 b b a b a
0 5 a a b b b
0 5 a a a a a
0 5 b a b a b
0 5 b b a b a
0 5 b a b b b
0 5 b b b a a
0 5 a a a a a
0 5 b b a a a
0 5 a a b b b
0 5 b b a b a
0 5 a a b b a
0 5 a b a b a
0 5 b a b a a
0 5 a b a a b
0 5 b a a b b
0 5 b b b b a
